일자,유형,상대,내용,다음액션,다음액션일,완료
2026-09-02,기타,정원산업,"견적 20260902-01 발송 (맨홀900 하부4/상부4, 집수정 50앵글 11, PE이중벽관3종 D300 49본 / 합계 3,829,650원)",견적 회신 확인 — 채택 여부와 수량 변동,2026-09-05,
